id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,id_as_filename
25821,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025821.png
25822,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025822.png
25823,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025823.png
25824,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025824.png
25825,Kurtis,9,green,straight,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,025825.png
25826,Kurtis,9,,,calf length,party,default,default,default,three-quarter sleeves,regular,,025826.png
25827,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025827.png
25828,Kurtis,9,,a-line,calf length,,default,default,default,three-quarter sleeves,regular,,025828.png
25829,Kurtis,9,,,calf length,party,default,default,default,three-quarter sleeves,regular,,025829.png
25830,Kurtis,9,black,a-line,knee length,,default,solid,solid,three-quarter sleeves,regular,,025830.png
25831,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,025831.png
25832,Kurtis,9,red,straight,knee length,daily,net,solid,solid,short sleeves,regular,,025832.png
25833,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025833.png
25834,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025834.png
25835,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025835.png
25836,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025836.png
25837,Kurtis,9,pink,,calf length,party,default,default,default,three-quarter sleeves,regular,,025837.png
25838,Kurtis,9,,,calf length,party,default,default,default,three-quarter sleeves,regular,,025838.png
25839,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025839.png
25840,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025840.png
25841,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025841.png
25842,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025842.png
25843,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025843.png
25844,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025844.png
25845,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025845.png
25846,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025846.png
25847,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025847.png
25848,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025848.png
25849,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025849.png
25850,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025850.png
25851,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025851.png
25852,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025852.png
25853,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025853.png
25854,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,,025854.png
25855,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025855.png
25856,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025856.png
25857,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,,025857.png
25858,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,,,025858.png
25859,Kurtis,9,purple,,,party,default,default,default,three-quarter sleeves,regular,,025859.png
25860,Kurtis,9,grey,,,party,default,default,default,three-quarter sleeves,regular,,025860.png
25861,Kurtis,9,yellow,,,party,default,default,default,three-quarter sleeves,regular,,025861.png
25862,Kurtis,9,pink,,,daily,default,default,default,three-quarter sleeves,regular,,025862.png
25863,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,025863.png
25864,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,025864.png
25865,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025865.png
25866,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025866.png
25867,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025867.png
25868,Kurtis,9,green,straight,calf length,party,net,solid,solid,three-quarter sleeves,regular,,025868.png
25869,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025869.png
25870,Kurtis,9,blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025870.png
25871,Kurtis,9,yellow,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025871.png
25872,Kurtis,9,yellow,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025872.png
25873,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025873.png
25874,Kurtis,9,pink,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025874.png
25875,Kurtis,9,maroon,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025875.png
25876,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025876.png
25877,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,025877.png
25878,Kurtis,9,white,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025878.png
25879,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,025879.png
25880,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,025880.png
25881,Kurtis,9,pink,,,,default,default,default,three-quarter sleeves,regular,,025881.png
25882,Kurtis,9,multicolor,,,party,default,default,default,three-quarter sleeves,regular,,025882.png
25883,Kurtis,9,pink,,,party,default,default,default,three-quarter sleeves,regular,,025883.png
25884,Kurtis,9,blue,,,,default,default,default,three-quarter sleeves,regular,,025884.png
25885,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,025885.png
25886,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025886.png
25887,Kurtis,9,red,straight,knee length,daily,net,default,solid,three-quarter sleeves,regular,,025887.png
25888,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,025888.png
25889,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025889.png
25890,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025890.png
25891,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025891.png
25892,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025892.png
25893,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025893.png
25894,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025894.png
25895,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,025895.png
25896,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025896.png
25897,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025897.png
25898,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025898.png
25899,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,025899.png
25900,Kurtis,9,blue,,,party,default,default,default,,regular,,025900.png
25901,Kurtis,9,purple,,,party,default,default,default,three-quarter sleeves,regular,,025901.png
25902,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,025902.png
25903,Kurtis,9,green,,,party,default,default,default,three-quarter sleeves,regular,,025903.png
25904,Kurtis,9,grey,,,daily,default,default,default,three-quarter sleeves,regular,,025904.png
25905,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025905.png
25906,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025906.png
25907,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025907.png
25908,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025908.png
25909,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025909.png
25910,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025910.png
25911,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025911.png
25912,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025912.png
25913,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025913.png
25914,Kurtis,9,black,straight,knee length,daily,net,default,solid,three-quarter sleeves,regular,,025914.png
25915,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025915.png
25916,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025916.png
25917,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,,025917.png
25918,Kurtis,9,,a-line,calf length,,default,default,default,,,,025918.png
25919,Kurtis,9,navy blue,,,,default,default,default,three-quarter sleeves,regular,,025919.png
25920,Kurtis,9,green,,,,default,default,default,three-quarter sleeves,regular,,025920.png
25921,Kurtis,9,black,,,,default,default,default,three-quarter sleeves,regular,,025921.png
25922,Kurtis,9,black,,,,default,default,default,three-quarter sleeves,regular,,025922.png
25923,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025923.png
25924,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025924.png
25925,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025925.png
25926,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025926.png
25927,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025927.png
25928,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025928.png
25929,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025929.png
25930,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025930.png
25931,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,025931.png
25932,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,short sleeves,regular,,025932.png
25933,Kurtis,9,blue,straight,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025933.png
25934,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025934.png
25935,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025935.png
25936,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025936.png
25937,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025937.png
25938,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,025938.png
25939,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,025939.png
25940,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,025940.png
25941,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,025941.png
25942,Kurtis,9,blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025942.png
25943,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025943.png
25944,Kurtis,9,,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025944.png
25945,Kurtis,9,purple,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025945.png
25946,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025946.png
25947,Kurtis,9,green,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,025947.png
25948,Kurtis,9,white,straight,calf length,daily,default,default,default,three-quarter sleeves,regular,,025948.png
25949,Kurtis,9,multicolor,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025949.png
25950,Kurtis,9,blue,a-line,calf length,daily,default,solid,solid,short sleeves,regular,,025950.png
25951,Kurtis,9,black,,,party,default,default,default,short sleeves,regular,,025951.png
25952,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,,025952.png
25953,Kurtis,9,pink,,,party,default,default,default,short sleeves,,,025953.png
25954,Kurtis,9,black,,,party,default,default,default,short sleeves,,,025954.png
25955,Kurtis,9,blue,,,party,default,default,default,three-quarter sleeves,regular,,025955.png
25956,Kurtis,9,red,,calf length,party,default,solid,solid,sleeveless,sleeveless,,025956.png
25957,Kurtis,9,green,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,,025957.png
25958,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025958.png
25959,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025959.png
25960,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025960.png
25961,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025961.png
25962,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025962.png
25963,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025963.png
25964,Kurtis,9,pink,,calf length,,default,default,default,three-quarter sleeves,regular,,025964.png
25965,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,025965.png
25966,Kurtis,9,blue,,calf length,daily,default,default,default,three-quarter sleeves,regular,,025966.png
25967,Kurtis,9,black,a-line,calf length,,default,default,default,three-quarter sleeves,regular,,025967.png
25968,Kurtis,9,white,,calf length,daily,default,default,default,three-quarter sleeves,regular,,025968.png
25969,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,025969.png
25970,Kurtis,9,green,a-line,calf length,,default,default,default,three-quarter sleeves,regular,,025970.png
25971,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025971.png
25972,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,,025972.png
25973,Kurtis,9,white,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,,025973.png
25974,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025974.png
25975,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025975.png
25976,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025976.png
25977,Kurtis,9,green,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,,025977.png
25978,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025978.png
25979,Kurtis,9,navy blue,a-line,calf length,,default,default,default,three-quarter sleeves,regular,,025979.png
25980,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,025980.png
25981,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,025981.png
25982,Kurtis,9,red,straight,knee length,party,net,solid,solid,short sleeves,regular,,025982.png
25983,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,025983.png
25984,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,025984.png
25985,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,025985.png
25986,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,025986.png
25987,Kurtis,9,black,,,daily,default,default,default,,regular,,025987.png
25988,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025988.png
25989,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,,025989.png
25990,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,025990.png
25991,Kurtis,9,black,,,daily,default,default,default,three-quarter sleeves,regular,,025991.png
25992,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025992.png
25993,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,025993.png
25994,Kurtis,9,grey,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,025994.png
25995,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,025995.png
25996,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,025996.png
25997,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,025997.png
25998,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,025998.png
25999,Kurtis,9,black,,,party,default,default,default,three-quarter sleeves,regular,,025999.png
26000,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,026000.png
26001,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,,026001.png
26002,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026002.png
26003,Kurtis,9,maroon,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026003.png
26004,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,026004.png
26005,Kurtis,9,red,,,party,default,default,default,three-quarter sleeves,regular,,026005.png
26006,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,026006.png
26007,Kurtis,9,multicolor,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,026007.png
26008,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,026008.png
26009,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,026009.png
26010,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,026010.png
26011,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,026011.png
26012,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026012.png
26013,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026013.png
26014,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026014.png
26015,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026015.png
26016,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026016.png
26017,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026017.png
26018,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,026018.png
26019,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,026019.png
26020,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,026020.png
26021,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,,026021.png
26022,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026022.png
26023,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026023.png
26024,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026024.png
26025,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026025.png
26026,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,026026.png
26027,Kurtis,9,green,straight,calf length,,default,solid,solid,three-quarter sleeves,,,026027.png
26028,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026028.png
26029,Kurtis,9,red,,calf length,,default,default,default,three-quarter sleeves,regular,,026029.png
26030,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026030.png
26031,Kurtis,9,yellow,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026031.png
26032,Kurtis,9,red,a-line,calf length,daily,default,solid,solid,three-quarter sleeves,regular,,026032.png
26033,Kurtis,9,yellow,a-line,calf length,party,net,solid,solid,three-quarter sleeves,regular,,026033.png
26034,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,026034.png
26035,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,026035.png
26036,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,,026036.png
26037,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,,026037.png
26038,Kurtis,9,navy blue,,calf length,,default,solid,solid,three-quarter sleeves,,,026038.png
26039,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026039.png
26040,Kurtis,9,blue,a-line,,daily,default,default,default,three-quarter sleeves,regular,,026040.png
26041,Kurtis,9,navy blue,straight,calf length,,default,solid,solid,three-quarter sleeves,,,026041.png
26042,Kurtis,9,,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,026042.png
26043,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026043.png
26044,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026044.png
26045,Kurtis,9,green,a-line,knee length,,default,solid,solid,three-quarter sleeves,,,026045.png
26046,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,,026046.png
26047,Kurtis,9,grey,straight,calf length,,default,solid,solid,three-quarter sleeves,,,026047.png
26048,Kurtis,9,,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,,026048.png
26049,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,,026049.png
26050,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,,026050.png
26051,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,,026051.png
26052,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026052.png
26053,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026053.png
26054,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026054.png
26055,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026055.png
26056,Kurtis,9,red,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026056.png
26057,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026057.png
26058,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026058.png
26059,Kurtis,9,blue,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026059.png
26060,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026060.png
26061,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026061.png
26062,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,,026062.png
26063,Kurtis,9,navy blue,,calf length,party,default,default,default,three-quarter sleeves,regular,,026063.png
26064,Kurtis,9,maroon,,calf length,,default,solid,solid,three-quarter sleeves,regular,,026064.png
26065,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,,026065.png
