id,Category,color,pattern,print_or_pattern_type
11563,Sarees,green,woven design,checked
11716,Sarees,green,printed,peacock
11866,Sarees,green,zari woven,default
12043,Sarees,green,printed,checked
12424,Sarees,green,woven design,checked
12712,Sarees,green,zari woven,ethnic motif
13343,Sarees,green,zari woven,ethnic motif
13362,Sarees,green,solid,solid
13387,Sarees,green,printed,checked
13417,Sarees,green,printed,peacock
13756,Sarees,green,zari woven,floral
13757,Sarees,green,zari woven,floral
14163,Sarees,green,printed,peacock
14990,Sarees,green,printed,peacock
15322,Sarees,green,printed,default
15465,Sarees,green,printed,default
15614,Sarees,green,printed,default
15995,Sarees,green,zari woven,default
16220,Sarees,green,printed,peacock
16618,Sarees,green,solid,solid
16723,Sarees,green,zari woven,ethnic motif
16762,Sarees,green,woven design,checked
16890,Sarees,green,printed,checked
17152,Sarees,green,zari woven,ethnic motif
17205,Sarees,green,zari woven,ethnic motif
17638,Sarees,green,printed,peacock
18131,Sarees,green,zari woven,solid
18150,Sarees,green,woven design,checked
18642,Sarees,green,zari woven,solid
19013,Sarees,green,zari woven,default
19407,Sarees,green,zari woven,ethnic motif
19480,Sarees,green,woven design,default
20396,Sarees,green,zari woven,ethnic motif
20414,Sarees,green,zari woven,default
21192,Sarees,green,zari woven,checked
21591,Sarees,green,printed,ethnic motif
22580,Sarees,green,zari woven,botanical
23068,Sarees,green,zari woven,ethnic motif
23301,Sarees,green,printed,peacock
23773,Sarees,green,zari woven,floral
24326,Sarees,green,zari woven,solid
24849,Sarees,green,printed,peacock
24955,Sarees,green,woven design,checked
25300,Sarees,green,zari woven,elephant
25577,Sarees,green,zari woven,default
15131,Sarees,default,zari woven,default
16236,Sarees,default,zari woven,default
16723,Sarees,green,zari woven,ethnic motif
18497,Sarees,multicolor,zari woven,ethnic motif
19543,Sarees,default,zari woven,default
19815,Sarees,white,zari woven,default
20940,Sarees,default,default,default
51382,Women Tops & Tunics,white,solid,solid
51475,Women Tops & Tunics,red,solid,solid
51583,Women Tops & Tunics,black,printed,default
51641,Women Tops & Tunics,default,solid,solid
51664,Women Tops & Tunics,red,solid,solid
51733,Women Tops & Tunics,green,solid,solid
51768,Women Tops & Tunics,maroon,solid,solid
51777,Women Tops & Tunics,blue,solid,solid
51977,Women Tops & Tunics,default,solid,solid
52236,Women Tops & Tunics,pink,solid,solid
52310,Women Tops & Tunics,yellow,solid,solid
52335,Women Tops & Tunics,blue,solid,solid
52426,Women Tops & Tunics,default,solid,solid
52535,Women Tops & Tunics,blue,solid,solid
52560,Women Tops & Tunics,blue,solid,solid
52786,Women Tops & Tunics,blue,solid,solid
52827,Women Tops & Tunics,black,solid,solid
52890,Women Tops & Tunics,red,solid,solid
52972,Women Tops & Tunics,white,solid,solid
53147,Women Tops & Tunics,red,solid,solid
53276,Women Tops & Tunics,yellow,solid,solid
53295,Women Tops & Tunics,blue,solid,solid
53343,Women Tops & Tunics,maroon,solid,solid
53601,Women Tops & Tunics,navy blue,solid,solid
53603,Women Tops & Tunics,black,printed,default
53628,Women Tops & Tunics,multicolor,solid,solid
53648,Women Tops & Tunics,green,solid,solid
53727,Women Tops & Tunics,blue,solid,solid
53793,Women Tops & Tunics,green,solid,solid
53830,Women Tops & Tunics,multicolor,printed,default
53962,Women Tops & Tunics,black,solid,solid
53968,Women Tops & Tunics,yellow,solid,solid
54026,Women Tops & Tunics,white,solid,solid
54203,Women Tops & Tunics,multicolor,printed,default
54251,Women Tops & Tunics,black,solid,solid
54596,Women Tops & Tunics,white,solid,solid
54886,Women Tops & Tunics,black,printed,default
54921,Women Tops & Tunics,white,solid,solid
54943,Women Tops & Tunics,pink,solid,solid
54981,Women Tops & Tunics,blue,solid,solid
55003,Women Tops & Tunics,red,solid,solid
55202,Women Tops & Tunics,black,printed,default
55261,Women Tops & Tunics,pink,solid,solid
55300,Women Tops & Tunics,navy blue,solid,solid
55371,Women Tops & Tunics,black,solid,solid
55524,Women Tops & Tunics,red,solid,solid
55654,Women Tops & Tunics,white,solid,solid
55706,Women Tops & Tunics,black,solid,solid
55739,Women Tops & Tunics,peach,solid,solid
55774,Women Tops & Tunics,black,printed,default
55776,Women Tops & Tunics,blue,solid,solid
55826,Women Tops & Tunics,multicolor,printed,default
55922,Women Tops & Tunics,white,solid,solid
55962,Women Tops & Tunics,red,solid,solid
56065,Women Tops & Tunics,white,solid,solid
56121,Women Tops & Tunics,black,solid,solid
56326,Women Tops & Tunics,maroon,solid,solid
56441,Women Tops & Tunics,pink,solid,solid
56618,Women Tops & Tunics,maroon,solid,solid
56727,Women Tops & Tunics,pink,solid,solid
57383,Women Tops & Tunics,pink,solid,solid
57539,Women Tops & Tunics,black,solid,solid
57540,Women Tops & Tunics,green,solid,solid
57604,Women Tops & Tunics,blue,solid,solid
57608,Women Tops & Tunics,black,solid,solid
57741,Women Tops & Tunics,red,solid,solid
57955,Women Tops & Tunics,blue,solid,solid
58013,Women Tops & Tunics,white,solid,solid
58248,Women Tops & Tunics,blue,solid,solid
58279,Women Tops & Tunics,black,solid,solid
58346,Women Tops & Tunics,blue,solid,solid
58414,Women Tops & Tunics,blue,solid,solid
58441,Women Tops & Tunics,blue,solid,solid
58505,Women Tops & Tunics,blue,solid,solid
58579,Women Tops & Tunics,maroon,solid,solid
58638,Women Tops & Tunics,black,solid,solid
58702,Women Tops & Tunics,yellow,solid,solid
58705,Women Tops & Tunics,black,printed,default
58761,Women Tops & Tunics,yellow,solid,solid
58788,Women Tops & Tunics,black,solid,solid
58794,Women Tops & Tunics,default,solid,solid
58870,Women Tops & Tunics,yellow,solid,solid
58923,Women Tops & Tunics,pink,solid,solid
59029,Women Tops & Tunics,multicolor,printed,default
59064,Women Tops & Tunics,multicolor,printed,default
59082,Women Tops & Tunics,blue,solid,solid
59232,Women Tops & Tunics,maroon,solid,solid
59424,Women Tops & Tunics,yellow,solid,solid
59519,Women Tops & Tunics,white,solid,solid
59639,Women Tops & Tunics,black,solid,solid
59660,Women Tops & Tunics,maroon,solid,solid
59812,Women Tops & Tunics,pink,solid,solid
59971,Women Tops & Tunics,default,solid,solid
60218,Women Tops & Tunics,red,solid,solid
60240,Women Tops & Tunics,maroon,solid,solid
60528,Women Tops & Tunics,default,printed,default
60699,Women Tops & Tunics,pink,solid,solid
60811,Women Tops & Tunics,red,solid,solid
60812,Women Tops & Tunics,blue,solid,solid
60865,Women Tops & Tunics,green,solid,solid
61038,Women Tops & Tunics,red,solid,solid
61134,Women Tops & Tunics,white,solid,solid
61177,Women Tops & Tunics,white,solid,solid
61191,Women Tops & Tunics,black,printed,default
61284,Women Tops & Tunics,yellow,solid,solid
61488,Women Tops & Tunics,pink,solid,solid
61502,Women Tops & Tunics,pink,solid,solid
61547,Women Tops & Tunics,black,solid,solid
61617,Women Tops & Tunics,default,solid,solid
61991,Women Tops & Tunics,green,solid,solid
62023,Women Tops & Tunics,default,solid,solid
62231,Women Tops & Tunics,pink,solid,solid
62290,Women Tops & Tunics,pink,solid,solid
62294,Women Tops & Tunics,default,solid,solid
62539,Women Tops & Tunics,pink,solid,solid
62965,Women Tops & Tunics,maroon,solid,solid
63016,Women Tops & Tunics,default,solid,solid
63031,Women Tops & Tunics,green,solid,solid
63041,Women Tops & Tunics,pink,solid,solid
63073,Women Tops & Tunics,blue,solid,solid
63133,Women Tops & Tunics,maroon,solid,solid
63177,Women Tops & Tunics,black,printed,default
63318,Women Tops & Tunics,blue,solid,solid
63404,Women Tops & Tunics,default,solid,solid
63433,Women Tops & Tunics,blue,solid,solid
63505,Women Tops & Tunics,black,solid,solid
63546,Women Tops & Tunics,black,solid,solid
63598,Women Tops & Tunics,red,solid,solid
63613,Women Tops & Tunics,blue,solid,solid
63667,Women Tops & Tunics,blue,solid,solid
63686,Women Tops & Tunics,blue,solid,solid
63698,Women Tops & Tunics,default,solid,solid
63789,Women Tops & Tunics,pink,solid,solid
63796,Women Tops & Tunics,red,solid,solid
63811,Women Tops & Tunics,blue,solid,solid
63831,Women Tops & Tunics,blue,solid,solid
63842,Women Tops & Tunics,black,solid,solid
63876,Women Tops & Tunics,black,printed,solid
63983,Women Tops & Tunics,pink,solid,solid
64007,Women Tops & Tunics,white,printed,default
64017,Women Tops & Tunics,black,solid,solid
64276,Women Tops & Tunics,blue,solid,solid
64371,Women Tops & Tunics,green,solid,solid
64488,Women Tops & Tunics,black,printed,default
64529,Women Tops & Tunics,black,solid,solid
64575,Women Tops & Tunics,red,solid,solid
64645,Women Tops & Tunics,pink,solid,solid
64700,Women Tops & Tunics,yellow,solid,solid
64724,Women Tops & Tunics,blue,solid,solid
65006,Women Tops & Tunics,red,solid,solid
65019,Women Tops & Tunics,yellow,solid,solid
65119,Women Tops & Tunics,black,printed,default
65156,Women Tops & Tunics,multicolor,printed,default
65323,Women Tops & Tunics,red,solid,solid
65377,Women Tops & Tunics,white,solid,solid
65475,Women Tops & Tunics,green,solid,solid
65482,Women Tops & Tunics,black,solid,solid
65600,Women Tops & Tunics,blue,solid,solid
65635,Women Tops & Tunics,maroon,solid,solid
65639,Women Tops & Tunics,black,solid,solid
65766,Women Tops & Tunics,white,solid,solid
65800,Women Tops & Tunics,black,solid,solid
65848,Women Tops & Tunics,maroon,solid,solid
65878,Women Tops & Tunics,yellow,solid,solid
66080,Women Tops & Tunics,green,solid,solid
66451,Women Tops & Tunics,black,solid,solid
66540,Women Tops & Tunics,yellow,solid,solid
66731,Women Tops & Tunics,pink,solid,solid
66732,Women Tops & Tunics,green,solid,solid
66739,Women Tops & Tunics,multicolor,printed,default
66777,Women Tops & Tunics,black,solid,solid
66996,Women Tops & Tunics,black,solid,solid
67051,Women Tops & Tunics,yellow,solid,solid
67218,Women Tops & Tunics,maroon,solid,solid
67373,Women Tops & Tunics,black,printed,default
67410,Women Tops & Tunics,blue,solid,solid
67427,Women Tops & Tunics,red,solid,solid
67497,Women Tops & Tunics,default,solid,solid
67667,Women Tops & Tunics,green,solid,solid
67842,Women Tops & Tunics,black,solid,solid
67868,Women Tops & Tunics,pink,solid,solid
67901,Women Tops & Tunics,yellow,solid,solid
67923,Women Tops & Tunics,black,solid,solid
68026,Women Tops & Tunics,default,solid,solid
68035,Women Tops & Tunics,pink,solid,solid
68276,Women Tops & Tunics,blue,solid,solid
68338,Women Tops & Tunics,pink,solid,solid
68411,Women Tops & Tunics,black,printed,default
68420,Women Tops & Tunics,maroon,solid,solid
68545,Women Tops & Tunics,blue,solid,solid
68590,Women Tops & Tunics,black,printed,default
68618,Women Tops & Tunics,blue,solid,solid
68652,Women Tops & Tunics,green,solid,solid
68689,Women Tops & Tunics,pink,solid,solid
68817,Women Tops & Tunics,pink,solid,solid
68826,Women Tops & Tunics,blue,solid,solid
69213,Women Tops & Tunics,black,solid,solid
69414,Women Tops & Tunics,green,solid,solid
69494,Women Tops & Tunics,black,printed,default
69623,Women Tops & Tunics,white,solid,solid
69781,Women Tops & Tunics,black,printed,default
69833,Women Tops & Tunics,green,solid,solid
69918,Women Tops & Tunics,green,solid,solid
69956,Women Tops & Tunics,black,printed,default
70045,Women Tops & Tunics,red,solid,solid
70047,Women Tops & Tunics,blue,solid,solid
70139,Women Tops & Tunics,white,solid,solid
70196,Women Tops & Tunics,red,solid,solid
70214,Women Tops & Tunics,red,solid,solid
70215,Women Tops & Tunics,yellow,solid,solid
70229,Women Tops & Tunics,default,solid,solid
70317,Women Tops & Tunics,blue,solid,solid
70332,Women Tops & Tunics,black,solid,solid
7486,Sarees,yellow,solid,solid
7550,Sarees,green,printed,peacock
7737,Sarees,green,zari woven,ethnic motif
7764,Sarees,navy blue,solid,solid
7767,Sarees,navy blue,zari woven,peacock
7870,Sarees,green,woven design,default
7969,Sarees,navy blue,solid,solid
8049,Sarees,pink,zari woven,solid
8054,Sarees,green,zari woven,botanical
8090,Sarees,yellow,zari woven,ethnic motif
8164,Sarees,green,printed,peacock
8199,Sarees,green,printed,peacock
8237,Sarees,green,printed,peacock
8339,Sarees,navy blue,solid,solid
8427,Sarees,navy blue,solid,solid
8614,Sarees,navy blue,solid,solid
8750,Sarees,pink,woven design,checked
8810,Sarees,green,zari woven,solid
8850,Sarees,navy blue,solid,solid
8851,Sarees,navy blue,solid,solid
8887,Sarees,yellow,solid,solid
8894,Sarees,navy blue,solid,solid
8986,Sarees,pink,woven design,checked
9156,Sarees,navy blue,solid,solid
9267,Sarees,pink,zari woven,floral
9377,Sarees,green,zari woven,ethnic motif
9436,Sarees,navy blue,solid,solid
9517,Sarees,pink,zari woven,ethnic motif
9691,Sarees,yellow,zari woven,ethnic motif
9747,Sarees,pink,printed,checked
9759,Sarees,navy blue,solid,solid
9850,Sarees,pink,zari woven,ethnic motif
9910,Sarees,green,zari woven,ethnic motif
9962,Sarees,yellow,zari woven,elephant
9978,Sarees,yellow,zari woven,ethnic motif
9991,Sarees,pink,zari woven,ethnic motif
10194,Sarees,pink,printed,default
10209,Sarees,pink,zari woven,floral
10305,Sarees,green,solid,solid
10391,Sarees,green,default,default
10471,Sarees,navy blue,solid,solid
10575,Sarees,navy blue,zari woven,peacock
10738,Sarees,green,printed,peacock
10856,Sarees,yellow,solid,solid
10996,Sarees,yellow,solid,solid
11025,Sarees,green,default,botanical
11127,Sarees,yellow,solid,solid
11178,Sarees,yellow,default,default
11228,Sarees,navy blue,solid,solid
11411,Sarees,yellow,zari woven,ethnic motif
11470,Sarees,navy blue,zari woven,ethnic motif
11544,Sarees,green,zari woven,ethnic motif
11550,Sarees,navy blue,solid,solid
11563,Sarees,green,woven design,checked
11716,Sarees,green,printed,peacock
11866,Sarees,green,zari woven,default
12043,Sarees,green,printed,checked
12100,Sarees,pink,printed,checked
12125,Sarees,pink,zari woven,default
12250,Sarees,pink,zari woven,solid
12409,Sarees,navy blue,solid,solid
12424,Sarees,green,woven design,checked
12530,Sarees,pink,woven design,default
12712,Sarees,green,zari woven,ethnic motif
12872,Sarees,navy blue,solid,solid
13022,Sarees,navy blue,solid,solid
13141,Sarees,yellow,zari woven,default
13299,Sarees,yellow,solid,solid
13343,Sarees,green,zari woven,ethnic motif
13362,Sarees,green,solid,solid
13387,Sarees,green,printed,checked
13417,Sarees,green,printed,peacock
13503,Sarees,pink,zari woven,botanical
13568,Sarees,navy blue,zari woven,ethnic motif
13756,Sarees,green,zari woven,floral
13757,Sarees,green,zari woven,floral
13969,Sarees,yellow,solid,solid
14101,Sarees,navy blue,solid,solid
14163,Sarees,green,printed,peacock
14165,Sarees,navy blue,zari woven,botanical
14311,Sarees,yellow,solid,solid
14337,Sarees,pink,printed,checked
14342,Sarees,yellow,solid,solid
14345,Sarees,pink,zari woven,floral
14422,Sarees,pink,woven design,checked
14446,Sarees,pink,woven design,default
14451,Sarees,pink,woven design,checked
14530,Sarees,yellow,solid,solid
14822,Sarees,yellow,zari woven,ethnic motif
14954,Sarees,pink,woven design,checked
14990,Sarees,green,printed,peacock
15040,Sarees,navy blue,zari woven,ethnic motif
15092,Sarees,yellow,solid,solid
15105,Sarees,navy blue,solid,solid
15194,Sarees,pink,zari woven,ethnic motif
15217,Sarees,navy blue,solid,solid
15318,Sarees,yellow,solid,solid
15322,Sarees,green,printed,default
15465,Sarees,green,printed,default
15501,Sarees,navy blue,solid,solid
15614,Sarees,green,printed,default
15646,Sarees,yellow,zari woven,ethnic motif
15789,Sarees,navy blue,solid,solid
15820,Sarees,yellow,solid,solid
15918,Sarees,yellow,zari woven,ethnic motif
15987,Sarees,pink,default,default
15995,Sarees,green,zari woven,default
16042,Sarees,navy blue,solid,solid
16045,Sarees,navy blue,solid,solid
16192,Sarees,navy blue,solid,solid
16220,Sarees,green,printed,peacock
16246,Sarees,yellow,woven design,peacock
16262,Sarees,pink,woven design,checked
16468,Sarees,pink,printed,checked
16581,Sarees,yellow,solid,solid
16618,Sarees,green,solid,solid
16662,Sarees,yellow,solid,solid
16723,Sarees,green,zari woven,ethnic motif
16762,Sarees,green,woven design,checked
16843,Sarees,navy blue,solid,solid
16890,Sarees,green,printed,checked
16896,Sarees,pink,woven design,checked
16922,Sarees,navy blue,zari woven,peacock
17005,Sarees,yellow,solid,solid
17031,Sarees,navy blue,zari woven,ethnic motif
17152,Sarees,green,zari woven,ethnic motif
17205,Sarees,green,zari woven,ethnic motif
17225,Sarees,pink,default,default
17529,Sarees,navy blue,solid,solid
17638,Sarees,green,printed,peacock
17826,Sarees,pink,default,default
18045,Sarees,yellow,solid,solid
18131,Sarees,green,zari woven,solid
18150,Sarees,green,woven design,checked
18311,Sarees,yellow,solid,solid
18642,Sarees,green,zari woven,solid
18758,Sarees,yellow,zari woven,peacock
19013,Sarees,green,zari woven,default
19234,Sarees,navy blue,zari woven,ethnic motif
19350,Sarees,navy blue,solid,solid
19381,Sarees,navy blue,solid,solid
19384,Sarees,yellow,solid,solid
19407,Sarees,green,zari woven,ethnic motif
19480,Sarees,green,woven design,default
19534,Sarees,yellow,zari woven,floral
19661,Sarees,pink,zari woven,ethnic motif
19738,Sarees,pink,printed,checked
19804,Sarees,yellow,printed,floral
19840,Sarees,pink,zari woven,ethnic motif
20273,Sarees,yellow,solid,solid
20297,Sarees,yellow,solid,solid
20396,Sarees,green,zari woven,ethnic motif
20412,Sarees,pink,default,botanical
20414,Sarees,green,zari woven,default
20426,Sarees,navy blue,solid,solid
20864,Sarees,navy blue,solid,solid
20967,Sarees,navy blue,zari woven,ethnic motif
20997,Sarees,pink,printed,botanical
21179,Sarees,navy blue,solid,solid
21182,Sarees,pink,zari woven,ethnic motif
21192,Sarees,green,zari woven,checked
21289,Sarees,pink,woven design,default
21403,Sarees,yellow,solid,solid
21591,Sarees,green,printed,ethnic motif
21652,Sarees,navy blue,solid,solid
21728,Sarees,pink,default,floral
21903,Sarees,pink,zari woven,peacock
21979,Sarees,yellow,zari woven,solid
22092,Sarees,navy blue,woven design,checked
22120,Sarees,navy blue,zari woven,botanical
22128,Sarees,navy blue,woven design,floral
22154,Sarees,navy blue,solid,solid
22160,Sarees,yellow,zari woven,ethnic motif
22293,Sarees,navy blue,solid,solid
22388,Sarees,yellow,zari woven,default
22580,Sarees,green,zari woven,botanical
22669,Sarees,pink,zari woven,default
22725,Sarees,navy blue,solid,solid
22736,Sarees,navy blue,solid,solid
22942,Sarees,pink,zari woven,default
23068,Sarees,green,zari woven,ethnic motif
23089,Sarees,navy blue,solid,solid
23159,Sarees,yellow,default,floral
23181,Sarees,navy blue,solid,solid
23301,Sarees,green,printed,peacock
23331,Sarees,yellow,zari woven,ethnic motif
23523,Sarees,navy blue,zari woven,botanical
23697,Sarees,pink,zari woven,ethnic motif
23732,Sarees,yellow,solid,solid
23773,Sarees,green,zari woven,floral
23794,Sarees,pink,zari woven,botanical
23801,Sarees,navy blue,zari woven,floral
23821,Sarees,navy blue,solid,solid
23822,Sarees,navy blue,solid,solid
23907,Sarees,yellow,printed,default
23950,Sarees,navy blue,solid,solid
24086,Sarees,yellow,zari woven,ethnic motif
24301,Sarees,yellow,zari woven,default
24326,Sarees,green,zari woven,solid
24425,Sarees,yellow,solid,solid
24559,Sarees,pink,zari woven,ethnic motif
24619,Sarees,yellow,solid,solid
24849,Sarees,green,printed,peacock
24955,Sarees,green,woven design,checked
24993,Sarees,yellow,solid,solid
25020,Sarees,navy blue,solid,solid
25300,Sarees,green,zari woven,elephant
25421,Sarees,pink,zari woven,ethnic motif
25453,Sarees,yellow,solid,solid
25577,Sarees,green,zari woven,default
25701,Sarees,yellow,default,floral
51580,Women Tops & Tunics,black,solid,solid
51610,Women Tops & Tunics,default,solid,solid
51661,Women Tops & Tunics,maroon,solid,solid
51757,Women Tops & Tunics,default,solid,solid
51771,Women Tops & Tunics,multicolor,printed,default
51826,Women Tops & Tunics,navy blue,solid,solid
51872,Women Tops & Tunics,pink,solid,solid
51896,Women Tops & Tunics,maroon,solid,solid
51917,Women Tops & Tunics,blue,solid,solid
52051,Women Tops & Tunics,black,printed,default
52103,Women Tops & Tunics,white,solid,solid
52153,Women Tops & Tunics,black,solid,solid
52158,Women Tops & Tunics,white,solid,solid
52163,Women Tops & Tunics,green,solid,solid
52229,Women Tops & Tunics,pink,solid,solid
52237,Women Tops & Tunics,default,solid,solid
52274,Women Tops & Tunics,red,solid,solid
52302,Women Tops & Tunics,black,printed,floral
52304,Women Tops & Tunics,red,solid,solid
52420,Women Tops & Tunics,black,solid,solid
52474,Women Tops & Tunics,black,printed,solid
52491,Women Tops & Tunics,white,solid,solid
52541,Women Tops & Tunics,pink,solid,solid
52548,Women Tops & Tunics,blue,solid,solid
52587,Women Tops & Tunics,black,printed,default
52633,Women Tops & Tunics,red,solid,solid
52891,Women Tops & Tunics,maroon,solid,solid
52940,Women Tops & Tunics,maroon,solid,solid
53429,Women Tops & Tunics,default,solid,solid
53514,Women Tops & Tunics,pink,solid,solid
53515,Women Tops & Tunics,maroon,solid,solid
53516,Women Tops & Tunics,default,solid,solid
53563,Women Tops & Tunics,default,solid,solid
53661,Women Tops & Tunics,navy blue,solid,solid
53665,Women Tops & Tunics,navy blue,solid,solid
53776,Women Tops & Tunics,black,solid,solid
53950,Women Tops & Tunics,black,solid,solid
53977,Women Tops & Tunics,black,solid,solid
54065,Women Tops & Tunics,pink,solid,solid
54079,Women Tops & Tunics,black,printed,default
54131,Women Tops & Tunics,red,solid,solid
54176,Women Tops & Tunics,default,solid,solid
54256,Women Tops & Tunics,white,solid,solid
54402,Women Tops & Tunics,default,solid,solid
54485,Women Tops & Tunics,blue,solid,solid
54571,Women Tops & Tunics,pink,solid,solid
54733,Women Tops & Tunics,black,solid,solid
55013,Women Tops & Tunics,yellow,solid,solid
55158,Women Tops & Tunics,white,solid,solid
55187,Women Tops & Tunics,green,solid,solid
55356,Women Tops & Tunics,yellow,solid,solid
55374,Women Tops & Tunics,default,solid,solid
55497,Women Tops & Tunics,green,solid,solid
55772,Women Tops & Tunics,blue,solid,solid
55936,Women Tops & Tunics,blue,solid,solid
56029,Women Tops & Tunics,default,printed,default
56046,Women Tops & Tunics,white,solid,solid
56074,Women Tops & Tunics,default,solid,solid
56200,Women Tops & Tunics,white,solid,solid
56412,Women Tops & Tunics,red,solid,solid
56591,Women Tops & Tunics,navy blue,solid,solid
56629,Women Tops & Tunics,peach,solid,solid
56644,Women Tops & Tunics,black,printed,default
56656,Women Tops & Tunics,black,printed,default
57083,Women Tops & Tunics,black,solid,solid
57133,Women Tops & Tunics,multicolor,printed,default
57175,Women Tops & Tunics,white,solid,solid
57179,Women Tops & Tunics,green,solid,solid
57180,Women Tops & Tunics,white,solid,solid
57324,Women Tops & Tunics,black,solid,solid
57362,Women Tops & Tunics,green,solid,solid
57465,Women Tops & Tunics,pink,solid,solid
57538,Women Tops & Tunics,peach,solid,solid
57609,Women Tops & Tunics,blue,solid,solid
57633,Women Tops & Tunics,peach,solid,solid
57744,Women Tops & Tunics,white,solid,solid
57890,Women Tops & Tunics,peach,solid,solid
57917,Women Tops & Tunics,red,printed,default
58255,Women Tops & Tunics,pink,solid,solid
58269,Women Tops & Tunics,maroon,solid,solid
58351,Women Tops & Tunics,navy blue,solid,solid
58397,Women Tops & Tunics,black,solid,solid
58584,Women Tops & Tunics,green,solid,solid
58789,Women Tops & Tunics,navy blue,solid,solid
58834,Women Tops & Tunics,green,solid,solid
59119,Women Tops & Tunics,pink,solid,solid
59244,Women Tops & Tunics,maroon,solid,solid
59262,Women Tops & Tunics,default,solid,solid
59460,Women Tops & Tunics,yellow,solid,solid
59657,Women Tops & Tunics,default,solid,solid
59719,Women Tops & Tunics,red,solid,solid
59798,Women Tops & Tunics,navy blue,solid,solid
59801,Women Tops & Tunics,default,solid,solid
59819,Women Tops & Tunics,pink,solid,solid
59822,Women Tops & Tunics,pink,solid,solid
